id,title,subtitle,author,publication,published_date,read_time_mins,claps,url,skills,data_skills
e7c3eb10418d,You’re Not Realizing the Full Value of Your Company’s Data,How to turn your company’s data analytics…,Barr Moses,Towards Data Science,18/03/2021,6,138,https://towardsdatascience.com/youre-not-realizing-the-full-value-of-your-company-s-data-e7c3eb10418d,Data Analytics,
6e8246a9f237,The Meaning of Production in the Data World,A guide to multi-environment development with data quality…,Sarah Krasnik,Plumbers Of Data Science,18/03/2021,5,108,https://medium.com/plumbersofdatascience/the-meaning-of-production-in-the-data-world-6e8246a9f237,,
bc2a8bea2cd0,Como processar dados públicos de todas empresas do Brasil utilizando arquitetura serveless no,,Igor Gois,BIX Tecnologia,18/03/2021,6,303,https://medium.com/bix-tecnologia/como-processar-dados-p%C3%BAblicos-de-todas-empresas-do-brasil-utilizando-arquitetura-serveless-no-bc2a8bea2cd0,,
771d69ac6cef,Apache Kafka Architecture - Getting Started with Apache Kafka,,Kerem Kargın,Analytics Vidhya,21/03/2021,6,319,https://medium.com/analytics-vidhya/apache-kafka-architecture-getting-started-with-apache-kafka-771d69ac6cef,Apache Kafka; Architecture,
6723edfa6599,The Persistent Peril of Machine Learning,In our ML & Data trends post from February we discussed…,Oliver Molander,VALIDIO,22/03/2021,6,130,https://medium.com/validio/the-persistent-peril-of-machine-learning-6723edfa6599,Machine Learning,
2cf4e19dc019,Why You Should Consider Being a Data Engineer Instead of a Data Scientist.,A new king of the jungle…,Terence Shin,Towards Data Science,24/03/2021,5,1300,https://towardsdatascience.com/why-you-should-consider-being-a-data-engineer-instead-of-a-data-scientist-2cf4e19dc019,,
fcde41aefabf,5 Things Every Data Engineer Needs to Know About Data Observability,"How to your data workflows, one…",Barr Moses,Towards Data Science,24/03/2021,6,186,https://towardsdatascience.com/5-things-every-data-engineer-needs-to-know-about-data-observability-fcde41aefabf,,
fe07353fa068,"Viewflow, an opensource framework for writing data models without Airflow",DataCamp introduces…,Gaëtan,DataCamp Engineering,25/03/2021,8,168,https://blog.datacamp.engineering/viewflow-fe07353fa068,Writing,
4474ce3790ae,SQL for Data Science is way more than SELECT *,"So you have finished your Data Science course, you have learnt Python…",Daniel Rosa Mille,Nerd For Tech,25/03/2021,4,115,https://medium.com/nerd-for-tech/sql-for-data-science-is-way-more-than-select-4474ce3790ae,Data Science; Python; Structured Query Language (SQL),Python Programming; SQL
eb9abcce68cd,Six Datatype Transformer Functions for Data Pre-Processing for Machine Learning,Includes all Python…,"Bruce H. Cottman, Ph.D.",Towards Data Science,25/03/2021,13,212,https://towardsdatascience.com/six-datatype-transformer-functions-for-data-pre-processing-for-machine-learning-eb9abcce68cd,Machine Learning; Processing; Python; Transformer,Python Programming
2b8fe137f750,Data Quality And Top Model Monitoring Metrics,A few words on the importance of relevant data and indexes used to measure it,Nikita Vasilev,Analytics Vidhya,28/03/2021,6,409,https://medium.com/analytics-vidhya/data-quality-and-top-model-monitoring-metrics-2b8fe137f750,,
80fe30e85511,Analytics Engineer vs BI Engineer: The Hybrid Data Roles,Meet the twins emerging roles in the data…,AnBento,Analytics Vidhya,29/03/2021,7,198,https://medium.com/analytics-vidhya/analytics-engineer-vs-bi-engineer-the-hybrid-twins-80fe30e85511,Analytical; Business Intelligence (BI),
2845fd9f09f6,Re-Scoring an ML Detection Engine on Past Attacks (part 1),,Jeshua Bratman,Abnormal Security Engineering Blog,29/03/2021,6,144,https://medium.com/abnormal-security-engineering-blog/re-scoring-an-ml-detection-engine-on-past-attacks-part-1-2845fd9f09f6,,
65cccbf1436b,Apache Spark 3.1 Release: Spark on Kubernetes is now Generally Available,,Jean Yves,Towards Data Science,30/03/2021,8,153,https://towardsdatascience.com/apache-spark-3-1-release-spark-on-kubernetes-is-now-generally-available-65cccbf1436b,Apache Spark; Kubernetes,SPARK
6ea17cb729f9,5 Mistakes New Data Engineers Make,Warnings to my past self,SeattleDataGuy,Better Programming,30/03/2021,5,262,https://betterprogramming.pub/5-mistakes-new-data-engineers-make-6ea17cb729f9,,
9be741f1d866,3 Data Lake Anti-Patterns to Avoid,Rid yourself of these troubling habits and start the journey…,Paul Singman,Towards Data Science,30/03/2021,4,120,https://towardsdatascience.com/3-data-lake-anti-patterns-to-avoid-9be741f1d866,,
1babdf2db46,The Modern Data Network: When French Data Leaders Join Forces.,,Modern Data Network,,31/03/2021,6,151,https://medium.com/@moderndatanetwork/the-modern-data-network-when-french-data-leaders-join-forces-1babdf2db46,French; Network,
7b50e2e8cb28,Data Discovery: The Future of Data Catalogs for Data Lakes,Why we need a distributed approach to data…,Barr Moses,Towards Data Science,01/04/2021,7,330,https://towardsdatascience.com/data-discovery-the-future-of-data-catalogs-for-data-lakes-7b50e2e8cb28,,
324d5c54f422,กว่าจะออกมาเป็น Data Product … ทีม Data ต้องทำอะไรกันบ้าง,End-to-End Data Process in Real Life,Kaew Manussanun,Life@LINE MAN Wongnai,01/04/2021,5,246,https://life.wongnai.com/%E0%B8%81%E0%B8%A7%E0%B9%88%E0%B8%B2%E0%B8%88%E0%B8%B0%E0%B8%AD%E0%B8%AD%E0%B8%81%E0%B8%A1%E0%B8%B2%E0%B9%80%E0%B8%9B%E0%B9%87%E0%B8%99-data-product-%E0%B8%97%E0%B8%B5%E0%B8%A1-data-%E0%B8%95%E0%B9%89%E0%B8%AD%E0%B8%87%E0%B8%97%E0%B8%B3%E0%B8%AD%E0%B8%B0%E0%B9%84%E0%B8%A3%E0%B8%81%E0%B8%B1%E0%B8%99%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%87-324d5c54f422,,
1638bdb89883,Guide for Databricks Certified Associate Developer for Apache Spark 3.0,,Carlos Alonso Capilla,,01/04/2021,4,128,https://medium.com/@calonsca/guide-for-databricks-certified-associate-developer-for-apache-spark-3-0-1638bdb89883,Apache Spark; Databricks,SPARK
84ef021bb5a2,What are the most popular OSS data projects of 2021?,,Pete Soderling,,04/04/2021,2,135,https://medium.com/@petesoder/what-are-the-most-popular-oss-data-projects-of-2021-84ef021bb5a2,,
52cc446c07f5,Apache Spark Optimization Techniques and Tuning,,Shubham Kanungo,CodeX,05/04/2021,12,137,https://medium.com/codex/apache-spark-optimization-techniques-and-tuning-52cc446c07f5,Apache Spark,SPARK
2b7d3fec6037,The Future of Data Lineage — Beyond a Diagram,Looking beyond the diagram unlocks use cases for data…,Dan Mashiter,Alvin,06/04/2021,7,1920,https://medium.com/alvin-ai/the-future-of-data-lineage-beyond-a-diagram-2b7d3fec6037,,
3900da6cb1d1,Lessons From Building a Highly Reproducible Data Warehouse,How we improved our data warehouse…,Antony Henao,Towards Data Science,06/04/2021,10,230,https://towardsdatascience.com/lessons-from-building-a-highly-reproducible-data-warehouse-3900da6cb1d1,,
94939677c972,Data streaming with Apache Kafka — a guide for data engineers,,Bartosz Mikulski,Plumbers Of Data Science,06/04/2021,9,129,https://medium.com/plumbersofdatascience/data-streaming-with-apache-kafka-guide-for-data-engineers-94939677c972,Apache Kafka; Data Streaming,
62b0653c6b59,Why I’m Joining lakeFS,Thoughts on a personal journey into the world of developer advocacy at an…,Paul Singman,,06/04/2021,4,104,https://medium.com/@psingman/why-im-joining-lakefs-62b0653c6b59,,
555f994cda5c,How to Run Your First Airflow DAG in Docker,An example of how to run an Airflow DAG in Docker,George Pipis,Level Up Coding,06/04/2021,4,161,https://levelup.gitconnected.com/how-to-run-your-first-airflow-dag-in-docker-555f994cda5c,Docker,
84a06e6f3f7f,"We Don’t Need Data Engineers, We Need Better Tools for Data Scientists",The role of Data Engineer…,Devin Petersohn,Towards Data Science,07/04/2021,4,783,https://towardsdatascience.com/we-dont-need-data-engineers-we-need-better-tools-for-data-scientists-84a06e6f3f7f,,
80e791e63485,On Becoming a Data Engineer,The essential skills required for all data engineers,Travis Cooper,Towards Data Science,07/04/2021,5,157,https://towardsdatascience.com/on-becoming-a-data-engineer-80e791e63485,,
89eea333dcb4,How we built an (almost) serverless data stack in AWS at StuDocu,Data is everywhere. Data is growing…,Tom Zouaoui Cusell,StuDocu Tech,07/04/2021,4,182,https://medium.com/studocu-techblog/how-we-built-an-almost-serverless-data-stack-in-aws-at-studocu-89eea333dcb4,Amazon Web Service (AWS),
f361cf6d40bd,Why “df.to_csv” could be a Mistake ?,"As a Data Scientist and in the field of data analysis more globally, load and save data…",Elfao,Analytics Vidhya,08/04/2021,5,444,https://medium.com/analytics-vidhya/why-df-to-csv-could-be-a-mistake-f361cf6d40bd,Data Analysis,
5d2813f794bf,How I Built a Data Discovery API for AWS Data Lake,This simple FastAPI service will help you find data…,Anna Geller,Towards Data Science,08/04/2021,8,183,https://towardsdatascience.com/how-i-built-a-data-discovery-api-for-aws-data-lake-5d2813f794bf,Amazon Web Service (AWS); Application Programming Interface (API),
6aee82894041,Launching The Data Science Blogathon — 7th Edition!,A Chance to Win INR 1 Lakh + iPad(8th Gen) + Assured Bonus Rewards for every published article!!,Purva Huilgol,Analytics Vidhya,08/04/2021,2,131,https://medium.com/analytics-vidhya/launching-the-data-science-blogathon-7th-edition-6aee82894041,Data Science,
225a8056fea8,Old but gold: implementing a Hive Metastore Infrastructure,Although Hive could be considered an…,Rafael Ribaldo,QuintoAndar Tech Blog,09/04/2021,5,178,https://medium.com/quintoandar-tech-blog/old-but-gold-implementing-a-hive-metastore-infrastructure-225a8056fea8,Apache Hive,
ee3bc9b8bba1,Building a Real Life Data Lake in AWS,How AWS features influence the architecture of your ACID Data…,Boris Litvak,Towards Data Science,10/04/2021,8,123,https://towardsdatascience.com/building-a-real-life-data-lake-in-aws-ee3bc9b8bba1,Amazon Web Service (AWS); Architecture,
7a0d093a89a0,AWS CDK Pipelines: Real-World Tips and Tricks (Part 2),,Jels Boulangier,Level Up Coding,11/04/2021,12,111,https://levelup.gitconnected.com/aws-cdk-pipelines-real-world-tips-and-tricks-part-2-7a0d093a89a0,Amazon Web Service (AWS),
1c5f16d6e5da,"Benchmarking SQL engines for Data Serving: PrestoDb, Trino, and Redshift",,Anton Peniaziev,Explorium.ai,12/04/2021,11,278,https://medium.com/explorium-ai/benchmarking-sql-engines-for-data-serving-prestodb-trino-and-redshift-1c5f16d6e5da,Benchmarking; Redshift; Structured Query Language (SQL),SQL
a39cb6e4f762,AWS Lambda as a link between SQS & Kinesis,Using Lambda as a bridge to enable data flow from SQS queue…,Shreyas M S,Towards Data Science,12/04/2021,8,189,https://towardsdatascience.com/aws-lambda-as-a-link-between-sqs-and-kinesis-a39cb6e4f762,Amazon Web Service (AWS),
ec9a49fd74bc,Achieving Insights and Savings with Cost Data,The path to cloud efficiency begins with a cost data…,Anna Matlin,The Airbnb Tech Blog,13/04/2021,10,187,https://medium.com/airbnb-engineering/achieving-insights-and-savings-with-cost-data-ec9a49fd74bc,Saving,
94c662577dea,Why I’m Joining Alvin,Thoughts on a personal journey into the modern world of data governance and…,Marcelo Costa,Alvin,13/04/2021,4,169,https://medium.com/alvin-ai/why-im-joining-alvin-94c662577dea,,
fcf41f0c4fc2,Distributed Systems Concepts for Data Engineers in 15 minutes,Understanding under-the-hood details of…,Sandeep Uttamchandani,Towards Data Science,14/04/2021,8,119,https://towardsdatascience.com/distributed-systems-concepts-for-data-engineers-in-15-mins-fcf41f0c4fc2,Distributed System,
5f35dadea95c,So You Want to Be a Data Engineer?,"Sam Hiscox, Data Engineer, Balazs Konig, Data Engineer, QuantumBlack","QuantumBlack, a McKinsey company",,15/04/2021,4,365,https://medium.com/@quantumblack/so-you-want-to-be-a-data-engineer-5f35dadea95c,,
ea79e916ebc7,Defining data quality with SLAs,"I mean, what does data quality even mean anyway, man?",Kyle Kirwan,Bigeye,15/04/2021,8,223,https://medium.com/bigeye/defining-data-quality-with-slas-ea79e916ebc7,,
2af924c59a6e,Bigeye: Must-Have Quality Monitoring for the New Data Stack,,Bogomil Balkansky,Sequoia Capital Publication,15/04/2021,3,139,https://medium.com/sequoia-capital/bigeye-must-have-quality-monitoring-for-the-new-data-stack-2af924c59a6e,,
16b84d88d9ea,The Top 3 Ways to Get Started With DataOps Pipelines,The proliferation of data and data systems —…,Sheel Choksi,Towards Data Science,16/04/2021,5,160,https://towardsdatascience.com/the-top-3-ways-to-get-started-with-dataops-pipelines-16b84d88d9ea,,
fda6d8503646,Kedro: The Best Python Framework for Data Science!!,Kedro: Python Framework for data sciences!,Josue Luzardo Gebrim,,17/04/2021,5,372,https://medium.com/@jlgjosue/kedro-the-best-python-framework-for-data-science-fda6d8503646,Data Science; Python,Python Programming
b2eb1b8a4923,Diving Into Data Pipelines — Foundations of Data Engineering,An Introduction to Data Pipelines. How…,Towards AI Team,Towards AI,17/04/2021,11,385,https://pub.towardsai.net/diving-into-data-pipelines-b2eb1b8a4923,Data Engineering; Data Pipeline,
5963aa83e1c,The Explosion of Roles in Data Science,Lessons that can help you if you starting in the Data Science…,Antony Henao,Towards Data Science,18/04/2021,7,115,https://towardsdatascience.com/the-explosion-of-roles-in-data-science-5963aa83e1c,Data Science,
1acbfba67e33,"Airflow, Spark & S3, stitching it all together","In my previous post, I described one of the many ways to set up your own Spark…",Suman Kumar Gangopadhyay,Analytics Vidhya,18/04/2021,8,107,https://medium.com/analytics-vidhya/airflow-spark-s3-stitching-it-all-together-1acbfba67e33,Amazon S3; Apache Spark,SPARK
93fd8e86208a,Data Engineer Serüveni 5,INFORMATICA,Yunus Yarba,,19/04/2021,2,220,https://medium.com/@yunusyarba/data-engineer-ser%C3%BCveni-5-93fd8e86208a,Informatics,
1885dc7ece9f,Effective cross-DAGs dependency in Apache Airflow,"Mediator, an elegant solution for solving cross-DAG…",Lucas Fonseca,QuintoAndar Tech Blog,20/04/2021,8,311,https://medium.com/quintoandar-tech-blog/effective-cross-dags-dependency-in-apache-airflow-1885dc7ece9f,Apache Airflow,
293116d69842,A Full-fledged Guide to Becoming a Big Data Engineer,,Mark Taylor,,21/04/2021,5,217,https://medium.com/@taylor-mark110/a-full-fledged-guide-to-becoming-a-big-data-engineer-293116d69842,Big Data,
a1d207091773,All Data Integrations Should Use Change Data Capture,,Raghotham Murthy,Towards Data Science,21/04/2021,11,129,https://towardsdatascience.com/all-data-integrations-should-use-change-data-capture-a1d207091773,Data Capture,
86d63934ec3f,Can Data Lakes Accelerate Building ML Data Pipelines?,Investigating time-to-insights for data science…,Anna Geller,Towards Data Science,21/04/2021,7,173,https://towardsdatascience.com/can-data-lakes-accelerate-building-ml-data-pipelines-86d63934ec3f,Data Pipeline; Data Science,
62da16b441a8,Querying the Most Granular Demographics Dataset,,Matti,kuwala-io,21/04/2021,3,444,https://medium.com/kuwala-io/querying-the-most-granular-demographics-dataset-62da16b441a8,Dataset,
6f09420dd972,The Data Engineering Interview Study Guide,For your FAANG and other technical interviews,SeattleDataGuy,Better Programming,22/04/2021,7,550,https://betterprogramming.pub/the-data-engineering-interview-study-guide-6f09420dd972,Data Engineering,
ef9def465ed5,The Right Way to Measure ROI on Data Quality,Introducing a better way to measure the financial impact…,Barr Moses,Towards Data Science,22/04/2021,6,118,https://towardsdatascience.com/downtime-is-money-calculating-the-roi-on-data-quality-ef9def465ed5,,
ea9f23f7dd53,Best Practices for Bucketing in Spark SQL,The ultimate guide to bucketing in Spark.,David Vrba,Towards Data Science,25/04/2021,21,111,https://towardsdatascience.com/best-practices-for-bucketing-in-spark-sql-ea9f23f7dd53,Apache Spark; Structured Query Language (SQL),SPARK; SQL
f3027f58c2e2,Data Engineers of Netflix — Interview with Samuel Setegne,,Netflix Technology Blog,Netflix TechBlog,26/04/2021,5,337,https://netflixtechblog.com/data-engineers-of-netflix-interview-with-samuel-setegne-f3027f58c2e2,,
55f5d7ddb6d9,Data Engineering Technologies 2021,,Tech Ninja,,26/04/2021,5,535,https://medium.com/@techninjahere/data-engineering-technologies-2021-55f5d7ddb6d9,Data Engineering; Engineering Technology,
e35dd9050750,5 Powerful Python and R Tricks for Data Scientists,Helpful code snippets in R and Python,George Pipis,Better Programming,26/04/2021,7,106,https://betterprogramming.pub/5-powerful-python-and-r-tricks-for-data-scientists-e35dd9050750,Python; R,Python Programming; R programming
624614a2429b,Extract Email Attachment using AWS,Creating possibilities to perform ETL operations using AWS,Sandeep Madamanchi,Towards Data Science,27/04/2021,8,201,https://towardsdatascience.com/extract-email-attachment-using-aws-624614a2429b,Amazon Web Service (AWS); Email; Extract Transform Load (ETL),ETL
d93ffae7caca,Moving from a database mindset to a Data Lake mindset,3 paradigm shifts when working with a Data Lake,Gonçalo Trincão Cunha,Towards Data Science,27/04/2021,4,214,https://towardsdatascience.com/moving-from-a-database-mindset-to-a-data-lake-mindset-d93ffae7caca,Database,
a2decd6de0a4,The Story of a Migration from EMR to Spark on Kubernetes,,Jean Yves,Towards Data Science,27/04/2021,5,116,https://towardsdatascience.com/the-story-of-a-migration-from-emr-to-spark-on-kubernetes-a2decd6de0a4,Amazon EMR; Apache Spark; Kubernetes,SPARK
32aed0f355ab,3 Ways To Create Tables With Apache Spark,Learn how to build managed and unmanaged tables with…,AnBento,Towards Data Science,28/04/2021,9,105,https://towardsdatascience.com/3-ways-to-create-tables-with-apache-spark-32aed0f355ab,Apache Spark; Table,SPARK
c65886cab127,What is Data Mesh Anyway?,,Arup Nanda,,28/04/2021,16,270,https://medium.com/@arupnanda/what-is-data-mesh-anyway-c65886cab127,,
52a6e2345381,Data Engineering,This post provides a basic understanding of what data engineers are and what their…,Ishan Mishra,Geek Culture,28/04/2021,5,114,https://medium.com/geekculture/data-engineering-52a6e2345381,Data Engineering,
f23cc53dea70,How Airbnb Achieved Metric Consistency at Scale,Part-I: Introducing Minerva — Airbnb’s Metric Platform,Robert Chang,The Airbnb Tech Blog,30/04/2021,12,1500,https://medium.com/airbnb-engineering/how-airbnb-achieved-metric-consistency-at-scale-f23cc53dea70,Platform,
eccb78bdc371,12 Factor Spark Applications,12 factor app has been a great methodology for building web apps. Similar…,Anay Nayak,inspiringbrilliance,30/04/2021,6,320,https://medium.com/inspiredbrilliance/12-factor-spark-applications-eccb78bdc371,Apache Spark; Methodology,SPARK
b83137669def,Flattening JSON records using PySpark,Flattening JSON data with nested schema structure using Apache…,Shreyas M S,Towards Data Science,01/05/2021,7,204,https://towardsdatascience.com/flattening-json-records-using-pyspark-b83137669def,Apache; JavaScript Object Notation (JSON); PySpark,Apache
c2bcabaec5e,The Solo Career of Hive Metastore,Understanding the standalone Hive Metastore service,Felipe Miquelim,QuintoAndar Tech Blog,03/05/2021,7,426,https://medium.com/quintoandar-tech-blog/the-solo-career-of-hive-metastore-c2bcabaec5e,Apache Hive,
aae029fe557e,How I Built CI/CD For Data Pipelines in Apache Airflow on AWS,Modern data engineering requires…,Anna Geller,Towards Data Science,04/05/2021,7,284,https://towardsdatascience.com/how-i-built-ci-cd-for-data-pipelines-in-apache-airflow-on-aws-aae029fe557e,Amazon Web Service (AWS); Apache Airflow; Continuous Delivery (CD); Continuous Integration (CI); Data Engineering; Data Pipeline,
a3b019a27799,Serverless: A journey to a no-ops Data Architecture on Google Cloud,,Antonio Cachuan,Google Cloud - Community,04/05/2021,9,154,https://medium.com/google-cloud/serverless-a-journey-to-a-no-ops-data-architecture-on-google-cloud-a3b019a27799,Data Architecture; Google Cloud Platform (GCP),
d9298d29288b,Building real-time data products at scale using Tinybird,,Jordi Miró Bruix,Hotel Tech Stories,04/05/2021,4,314,https://medium.com/hotel-tech-stories/building-real-time-data-products-at-scale-using-tinybird-d9298d29288b,,
d50f90077c92,Debugging PySpark with PyCharm and AWS EMR,"By: Ron Flomin, Data and ML Engineer at Explorium",Flomin Ron,Explorium.ai,04/05/2021,4,263,https://medium.com/explorium-ai/debugging-pyspark-with-pycharm-and-aws-emr-d50f90077c92,Amazon EMR; Amazon Web Service (AWS); Debugging; PyCharm; PySpark,
4c60db29d4a2,"Creating a Modern, Open Source MLOps Stack at Home",Part 1: Developing a Framework,Adam Shafi,Towards Data Science,05/05/2021,5,291,https://towardsdatascience.com/mlops-at-home-part1-4c60db29d4a2,MLOps,
5ae6a57a8725,Getting to Know Engineers in Data at Lyft,"Meet Allison and Temo, two Software Engineers on the Data Platform team. We asked them…",Sarah Gonsalves,Lyft Engineering,05/05/2021,8,211,https://eng.lyft.com/getting-to-know-engineers-in-data-at-lyft-5ae6a57a8725,Platform,
7cc11d275888,Analyze Change Data Capture from PostgreSQL with Meroxa and Materialize,,Taron Foxworth,Meroxa,05/05/2021,7,269,https://medium.com/meroxa/analyze-change-data-capture-from-postgresql-with-meroxa-and-materialize-7cc11d275888,Data Capture; PostgreSQL,
ec128650e3e,Kafka Vs. PostgreSQL: How We Implemented Our Queueing System Using PostgreSQL,,RudderStack,,06/05/2021,6,109,https://medium.com/@rudderstack/kafka-vs-postgresql-how-we-implemented-our-queueing-system-using-postgresql-ec128650e3e,Apache Kafka; PostgreSQL,
2862e04ace75,The Full Stack Data Scientist Part 6: Automation with Airflow,,Chris Schon,Applied Data Science,06/05/2021,9,168,https://medium.com/applied-data-science/the-full-stack-data-scientist-part-6-automation-with-airflow-2862e04ace75,Automation,
a09766552155,Tricks for Advanced SQL Querying,Taking advantage of all that SQL offers can improve and enhance your data.,Dan Wilmott,Towards Data Science,07/05/2021,6,205,https://towardsdatascience.com/tricks-for-advanced-sql-querying-a09766552155,Structured Query Language (SQL),SQL
2b0d26066b8f,LinkedIn DataHub Project Updates,April 2021 Edition,Shirshanka Das,DataHub Project,10/05/2021,6,204,https://medium.com/datahub-project/linkedin-datahub-project-updates-2b0d26066b8f,LinkedIn,
6b0db47ce1e6,From bullet points to Data Storytelling,How to create awesome data storytelling when you don't have…,André Sionek,Gousto Engineering & Data,11/05/2021,8,350,https://medium.com/gousto-engineering-techbrunch/from-bullet-points-to-data-storytelling-6b0db47ce1e6,Data Storytelling,
1f9f8fed1665,Optimized Docker Images for Apache Spark — Now Public on DockerHub,"They include Spark, Python, Scala…",Jean Yves,Towards Data Science,12/05/2021,4,149,https://towardsdatascience.com/optimized-docker-images-for-apache-spark-now-public-on-dockerhub-1f9f8fed1665,Apache Spark; Docker; Image; Python; Scala,SPARK; Python Programming
fda4f499f8b,Bringing Real-Time Machine Learning From Formula 1 Into Your Organization,Why we invested in Quix,Leopold Lerach,Project A Insights,12/05/2021,4,313,https://insights.project-a.com/bringing-real-time-machine-learning-from-formula-1-into-your-organization-fda4f499f8b,Machine Learning,
e5d297447189,Moving past Airflow: Why Dagster is the next-generation data orchestrator,,Dagster Blog,Dagster,13/05/2021,17,193,https://medium.com/dagster-io/moving-past-airflow-why-dagster-is-the-next-generation-data-orchestrator-e5d297447189,,
baf597debc72,3 Data Engineering Courses To Advance Your Career In 2021,"Join the data industry, change role or…",AnBento,Towards Data Science,13/05/2021,8,1300,https://towardsdatascience.com/3-nanodegrees-you-should-consider-to-advance-your-data-engineering-career-in-2021-baf597debc72,Data Engineering,
75d0e77678ad,Why and How We Built an Internal Machine Learning Platform,,AJ Ribeiro,Bigeye,13/05/2021,6,322,https://medium.com/bigeye/why-and-how-we-built-an-internal-machine-learning-platform-75d0e77678ad,Machine Learning; Platform,
381ec95fdbc4,What’s helping BRIDGEi2i scale Machine Learning?,A sneak peek into our in-house ML-Ops Solution,Shivalika Singh,BRIDGEi2i,13/05/2021,9,197,https://medium.com/bridgei2i/whats-helping-bridgei2i-scale-machine-learning-381ec95fdbc4,Machine Learning,
691e8975f1ed,A general understanding to “What is Big Data ? ”,An overview of Big Data and Distributed System,yash patil,,15/05/2021,5,115,https://medium.com/@yashpatil516/a-general-understanding-to-what-is-big-data-691e8975f1edw-691e8975f1ed,Big Data; Distributed System,
1da0e6744804,Hive-Metastore-Client: the beekeeper,Communicating with the standalone Hive Metastore service,Felipe Miquelim,QuintoAndar Tech Blog,17/05/2021,8,188,https://medium.com/quintoandar-tech-blog/hive-metastore-client-the-beekeeper-1da0e6744804,Apache Hive; Communication,
c82f0ff996ff,Data Vault . Much needed breather for Data Warehouse.,,Prag Tyagi,towardsdataanalytics,18/05/2021,11,174,https://medium.com/towardsdataanalytics/data-vault-much-needed-breather-for-data-warehouse-c82f0ff996ff,,
340317b4b4d1,Commoditizing data integration alongside Airbyte,,Nate Nowack,SlateCo,18/05/2021,11,159,https://medium.com/slateco-blog/commoditizing-data-integration-alongside-airbyte-340317b4b4d1,Airbyte,
d1caba6e77c2,Apache Spark: Sharing Fairly between Concurrent Jobs within an Application,Ensuring equal resource…,Hari Viapak Garg,Towards Data Science,19/05/2021,4,152,https://towardsdatascience.com/apache-spark-sharing-fairly-between-concurrent-jobs-d1caba6e77c2,Apache Spark,SPARK
4582c0baf32f,What I look for in open core data infrastructure companies,,Tony Liu,Costanoa Ventures,19/05/2021,8,393,https://medium.com/costanoa-ventures/what-i-look-for-in-open-core-data-infrastructure-companies-4582c0baf32f,,
fd4290b7a66a,Subscriptions on a Delta Lake,Serve data flows with delta-rs,Florian Valeye,Back Market Engineering,20/05/2021,7,153,https://medium.com/back-market-engineering/subscriptions-on-a-delta-lake-fd4290b7a66a,,
e1e983963062,How to Build a Modern Data Stack for Free,A simple guide for startup founders with no engineering team,Jonathan Moszuti,Towards Data Science,21/05/2021,10,135,https://towardsdatascience.com/how-to-build-a-modern-data-stack-for-free-e1e983963062,Engineering,
8714568114ba,Prefect + Microsoft: Advancing Dataflow Automation Together,We’re excited to unveil the details of our…,Hiro Rodriguez,The Prefect Blog,21/05/2021,4,199,https://medium.com/the-prefect-blog/prefect-microsoft-advancing-dataflow-automation-together-8714568114ba,Automation; Dataflow; Microsoft,
d589733ce4cc,Building Data Platforms — The ETL bias,Building Data Platforms I — The ETL bias,João Vazao Vasques,CodeX,23/05/2021,8,795,https://medium.com/codex/building-data-platforms-the-etl-bias-d589733ce4cc,Extract Transform Load (ETL); Platform,ETL
82f9327e523d,What a Master’s in Data Science Can (and Cannot) Do for You,My thoughts about graduate school for Data…,Zach Alexander,Towards Data Science,23/05/2021,12,134,https://towardsdatascience.com/what-a-masters-in-data-science-can-and-cannot-do-for-you-82f9327e523d,Data Science,
b83137669def,Flattening JSON records using PySpark,Flattening JSON data with nested schema structure using Apache…,Shreyas M S,Towards Data Science,23/05/2021,7,204,https://towardsdatascience.com/flattening-json-records-using-pyspark-b83137669def,Apache; JavaScript Object Notation (JSON); PySpark,Apache
4c60db29d4a2,"Creating a Modern, Open Source MLOps Stack at Home",Part 1: Developing a Framework,Adam Shafi,Towards Data Science,23/05/2021,5,291,https://towardsdatascience.com/mlops-at-home-part1-4c60db29d4a2,MLOps,
e5d297447189,Moving past Airflow: Why Dagster is the next-generation data orchestrator,,Dagster Blog,Dagster,23/05/2021,17,193,https://medium.com/dagster-io/moving-past-airflow-why-dagster-is-the-next-generation-data-orchestrator-e5d297447189,,
a09766552155,Tricks for Advanced SQL Querying,Taking advantage of all that SQL offers can improve and enhance your data.,Dan Wilmott,Towards Data Science,23/05/2021,6,205,https://towardsdatascience.com/tricks-for-advanced-sql-querying-a09766552155,Structured Query Language (SQL),SQL
aae029fe557e,How I Built CI/CD For Data Pipelines in Apache Airflow on AWS,Modern data engineering requires…,Anna Geller,Towards Data Science,23/05/2021,7,284,https://towardsdatascience.com/how-i-built-ci-cd-for-data-pipelines-in-apache-airflow-on-aws-aae029fe557e,Amazon Web Service (AWS); Apache Airflow; Continuous Delivery (CD); Continuous Integration (CI); Data Engineering; Data Pipeline,
61332d5be7a,Data Quality Roadmap. Part I,We at Wrike are creating a roadmap with best practices to help data engineers achieve good data quality in…,Alexander Eliseev,Wrike TechClub,24/05/2021,12,278,https://medium.com/wriketechclub/data-quality-roadmap-part-i-61332d5be7a,,
82f9327e523d,What a Master’s in Data Science Can (and Cannot) Do for You,My thoughts about graduate school for Data…,Zach Alexander,Towards Data Science,25/05/2021,12,134,https://towardsdatascience.com/what-a-masters-in-data-science-can-and-cannot-do-for-you-82f9327e523d,Data Science,
